X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
-118.223897356069,33.9216023669531,61813,,,Health and Mental Health,Mental Health Centers,NGA,Barbour & Floyd Medical Association ,Barbour & Floyd Medical Association ,3201 N. Alemeda St. ,Suite H,Compton,CA,,310 639-5984,,,,68278,,90222,http://egis3.lacounty.gov/lms/?p=68278,publish,33.9216024,-118.2238973,2013/08/21 13:45:28+00,,,6493743.27584431,1793925.43276706
-118.353429755488,33.9640587671073,61815,,,Health and Mental Health,Mental Health Centers,,Didi Hirsch Inglewood Center,Didi Hirsch Inglewood Center,"111 N. La Brea Ave.,",,Inglewood,CA,,310 677-7808,,,,68280,,90301,http://egis3.lacounty.gov/lms/?p=68280,publish,33.9640588,-118.3534297,2013/08/21 13:53:45+00,,,6454499.56266522,1809489.01056373
-118.353429755488,33.9640587671073,61818,,,Health and Mental Health,Mental Health Centers,NGA,Didi Hirsch Inglewood Center,Didi Hirsch Inglewood Center,"111 N. La Brea Ave.,",,Inglewood,CA,,310 677-7808,,,,68280,,90301,http://egis3.lacounty.gov/lms/?p=68280,publish,33.9640588,-118.3534297,2013/08/21 13:53:45+00,,,6454499.56266522,1809489.01056373
-118.26695205606,34.0073849667321,61820,,,Health and Mental Health,Mental Health Centers,,Kedren Community Mental Health Center,Kedren Community Mental Health Center,"4211 S. Avalon Blvd.,",,Los Angeles ,CA,,323 233-0425,,,,68282,,90011,http://egis3.lacounty.gov/lms/?p=68282,publish,34.007385,-118.266952,2013/08/21 14:05:47+00,,,6480764.06623846,1825175.34205189
-118.26695205606,34.0073849667321,61823,,,Health and Mental Health,Mental Health Centers,NGA,Kedren Community Mental Health Center,Kedren Community Mental Health Center,"4211 S. Avalon Blvd.,",,Los Angeles ,CA,,323 233-0425,,,,68282,,90011,http://egis3.lacounty.gov/lms/?p=68282,publish,34.007385,-118.266952,2013/08/21 14:05:47+00,,,6480764.06623846,1825175.34205189
-118.309233055685,34.0151419667955,61825,,,Health and Mental Health,Mental Health Centers,FFS,Pacific Clinics-Portals (FSP),Pacific Clinics-Portals (FSP),"3875 S. Western Ave.,",,Los Angeles ,CA,,,,,,68284,,90062,http://egis3.lacounty.gov/lms/?p=68284,publish,34.015142,-118.309233,2013/12/18 09:55:42+00,,,6467958.50818822,1828034.98462656
-118.309062556391,34.0151248669012,61827,,,Health and Mental Health,Mental Health Centers,,Portals Portals Community Connections ,Portals Community Connections,3881 S. Wetern Avenue,,Los Angeles,CA,,323 290 - 4357,,,,68286,,90062,http://egis3.lacounty.gov/lms/?p=68286,publish,34.0151249,-118.3090625,2013/08/21 14:14:45+00,,,6468010.1580193,1828028.60274956
-118.291926055854,33.9626736670565,61831,,,Health and Mental Health,Mental Health Centers,,"Exodus Recovery Inc.,","Exodus Recovery Inc.,","8401 S. Vermont Ave.,",,Los Angeles,CA,,(323) 789-6492,,,,68291,,90044,http://egis3.lacounty.gov/lms/?p=68291,publish,33.9626737,-118.291926,2013/09/11 08:43:54+00,,,6473147.8564053,1808925.07665223
-118.212997856116,33.8962991675824,61835,,,Health and Mental Health,Mental Health Centers,,Compton Mental Health Center,Compton Mental Health Center,921 E. Compton Blvd.,,Compton,CA,,(310) 668 6800,,,,68293,,90221,http://egis3.lacounty.gov/lms/?p=68293,publish,33.8962992,-118.2129978,2013/09/10 15:59:16+00,,,6497030.50188139,1784709.84883606
-118.290803486336,33.9948072472266,61839,,,Health and Mental Health,Mental Health Centers,,OASIS House,OASIS House,5201 S. Vermont Avenue,,Los Angeles ,CA,,323 751 2677,,,,68296,,90037,http://egis3.lacounty.gov/lms/?p=68296,publish,33.99480728,-118.29080343,2013/09/10 16:01:22+00,,,6473522.09023689,1820618.12675689
-118.338483056357,34.0067245673186,61843,,,Health and Mental Health,Mental Health Centers,,SISTAHFRIENDS,SISTAHFRIENDS,"3731 Stocker St., ",Suite 210,Los Angeles,CA,,323 296-0310,www.sistahfriends.org,,,68298,,90008,http://egis3.lacounty.gov/lms/?p=68298,publish,34.0067246,-118.338483,2013/08/21 14:39:14+00,letstalk@sistahfriends.org,,6459084.12961155,1825000.29876681
-118.268607056527,33.9885729673293,61847,,,Health and Mental Health,Mental Health Centers,,Special Services for Groups (SSG) Weber Community Center,Special Services for Groups (SSG) Weber Community Center,5849 Crocker St.,,Los Angeles,CA,,323 731-3534,,,,68300,,90011,http://egis3.lacounty.gov/lms/?p=68300,publish,33.988573,-118.268607,2013/08/21 14:43:33+00,,,6480244.18538848,1818330.62936339
-76.4324111442172,40.3356042130533,65743,,,Health and Mental Health,Mental Health Centers,,Starview Community Services,Starview Community Services,1303 W. Walnut Pkwy.,,Compton,CA,,(323) 298 3680,,,,72056,,90220,http://egis3.lacounty.gov/lms/?p=72056,publish,40.3356042,-76.432411,2013/12/17 14:11:18+00,,,17876548.7149123,6505831.26845098
-118.309062556391,34.0151248669012,65756,,,Health and Mental Health,Mental Health Centers,,Pacific Clinics - Portals,Pacific Clinics/Portals,3881 S Western Ave.,,Los Angeles,CA,,"(323) 290 4374 ; (213) 290 4348",,,,72076,,90052,http://egis3.lacounty.gov/lms/?p=72076,publish,34.0151249,-118.3090625,2013/09/11 08:46:40+00,,,6468010.1580193,1828028.60274956
-117.990702657333,34.1227708673328,71632,LA County Department of Mental Health,0080,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,COMMUNITY CARE CENTER,2335 SOUTH MOUNTAIN AVE.,,DUARTE,CA,Operation Hours: 24 HOURS<br>Walk In Hours: BY REFERRAL ONLY,(626) 357-3207,,,,1000001,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,91010,http://egis3.lacounty.gov/health_lms/?p=1000001,publish,34.1227709,-117.9907026,2018/03/14 13:53:57+00,,,6564484.24853531,1867059.19660422
-118.105720056381,34.0693399671138,71633,LA County Department of Mental Health,556600,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,SILVER LAKE MEDICAL CENTER,7500 EAST HELLMAN AVE.,,ROSEMEAD,CA,Operation Hours: 24 HOURS<br>Walk In Hours: 24 HOURS,(626) 288-1160,,,,1000002,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,91770,http://egis3.lacounty.gov/health_lms/?p=1000002,publish,34.06934,-118.10572,2018/03/14 16:25:00+00,,,6529653.00619005,1847631.39294022
-118.197650055894,33.7834399673051,71634,LA County Department of Mental Health,005401,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,HARBOR VIEW CENTER,490 WEST 14TH ST.,,LONG BEACH,CA,Operation Hours: MON - FRI 8:00 a.m. - 5:00 p.m.<br>Walk In Hours: CONTACT PROVIDER,(562) 591-8701,,,,1000003,"Mental Health Center
Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline",90813,http://egis3.lacounty.gov/health_lms/?p=1000003,publish,33.78344,-118.19765,2017/07/07 12:58:23+00,,,6501607.43268813,1743628.0504224
-118.197742956025,33.7834578674281,71635,LA County Department of Mental Health,54,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,HARBOR VIEW CENTER,490 WEST 14TH ST.,,LONG BEACH,CA,Operation Hours: 24 HOURS<br>Walk In Hours: BY REFERRAL ONLY,(562) 591-8701,,,,1000004,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90813,http://egis3.lacounty.gov/health_lms/?p=1000004,publish,33.7834579,-118.1977429,2018/06/28 14:47:59+00,,,6501579.21456872,1743634.62029114
-117.752030056911,34.0833699673615,71636,LA County Department of Mental Health,55,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,LANDMARK MEDICAL CENTER,2030 NORTH GAREY AVE.,,POMONA,CA,Operation Hours: 24 HOURS<br>Walk In Hours: BY REFERRAL ONLY,(909) 593-2585,,,,1000005,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,91767,http://egis3.lacounty.gov/health_lms/?p=1000005,publish,34.08337,-117.75203,2018/03/14 13:58:35+00,,,6636755.43207663,1852812.96131723
-118.14390005603,33.8922799671167,71637,LA County Department of Mental Health,005700,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,LA PAZ,8835 VANS ST.,,PARAMOUNT,CA,Operation Hours: 24 HOURS<br>Walk In Hours: BY REFERRAL ONLY,(562) 633-5111,,,,1000006,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90723,http://egis3.lacounty.gov/health_lms/?p=1000006,publish,33.89228,-118.1439,2018/04/27 11:02:57+00,,,6517997.9497758,1783209.94205898
-117.773550057314,34.0647199671906,71638,LA County Department of Mental Health,58,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,LAUREL PARK,1425 WEST LAUREL AVE.,,POMONA,CA,Operation Hours: 24 HOURS<br>Walk In Hours: BY REFERRAL ONLY,(909) 622-1069,,,,1000007,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,91768,http://egis3.lacounty.gov/health_lms/?p=1000007,publish,34.06472,-117.77355,2018/03/14 14:02:35+00,,,6630254.49658772,1846010.50937098
-118.423840055584,34.0050399672377,71639,LA County Department of Mental Health,59,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,MEADOWBROOK MANOR,3951 EAST BLVD.,,LOS ANGELES,CA,Operation Hours: 24 HOURS<br>Walk In Hours: BY REFERRAL ONLY,(310) 391-8266,,,,1000008,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90066,http://egis3.lacounty.gov/health_lms/?p=1000008,publish,34.00504,-118.42384,2016/05/30 18:53:23+00,,,6433211.99270764,1824485.34080723
-117.74087935708,34.0294411674904,71640,LA County Department of Mental Health,61,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,OLIVE VISTA,2335 SOUTH TOWNE AVE.,,POMONA,CA,Operation Hours: 24 HOURS<br>Walk In Hours: BY REFERRAL ONLY,(909) 628-6026,,,,1000009,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,91766,http://egis3.lacounty.gov/health_lms/?p=1000009,publish,34.0294412,-117.7408793,2018/03/14 14:09:32+00,,,6640182.44097063,1833195.80763823
-118.012400056594,34.0744299669206,71641,LA County Department of Mental Health,63,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,SAN GABRIEL VALLEY CONVALESCENT HOSPITAL,3938 COGSWELL RD.,,EL MONTE,CA,Operation Hours: 24 HOURS<br>Walk In Hours: BY REFERRAL ONLY,(626) 401-1557,,,,1000010,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,91732,http://egis3.lacounty.gov/health_lms/?p=1000010,publish,34.07443,-118.0124,2018/03/14 14:12:19+00,,,6557915.21377313,1849467.13697214
-118.265500056406,33.9182999674831,71642,LA County Department of Mental Health,006700,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,AMADA ENTERPRISES INC.,12619 SOUTH AVALON BLVD.,,LOS ANGELES,CA,Operation Hours: 24 HOURS<br>Walk In Hours: BY REFERRAL ONLY,(323) 757-1882,,,,1000011,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90061,http://egis3.lacounty.gov/health_lms/?p=1000011,publish,33.9183,-118.2655,2018/10/09 14:43:31+00,,,6481118.49827239,1792754.34422998
-118.244100056391,34.0559699665286,71643,LA County Department of Mental Health,701200,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,OFFICE OF THE PUBLIC GUARDIAN,320 WEST TEMPLE ST. 15TH FL.,,LOS ANGELES,CA,Operation Hours: MON- FRI 8:00 a.m. - 5:00 p.m.<br>Walk In Hours: BY REFERRAL ONLY,(213) 974-0502,,,,1000012,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90012,http://egis3.lacounty.gov/health_lms/?p=1000012,publish,34.05597,-118.2441,2018/03/23 15:11:19+00,,,6487732.84003055,1842838.72929722
-118.123057957013,34.6698636656026,71644,LA County Department of Mental Health,190400,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,ANTELOPE VALLEY MHC,349-A EAST. AVE. K-6 STE. A,,LANCASTER,CA,Operation Hours: MON - FRI  8:00 a.m. - 5:00 p.m.<br>Walk In Hours: MON - FRI  8:00 a.m. - 5:00 p.m.,(661) 723-4260,,,,1000013,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,93535,http://egis3.lacounty.gov/health_lms/?p=1000013,publish,34.6698637,-118.1230579,2018/06/28 13:11:38+00,,,6524669.76287572,2066180.46076247
-118.546190055887,34.4210099661546,71645,LA County Department of Mental Health,190500,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,SANTA CLARITA VALLEY MENTAL HEALTH CENTER,23501 CINEMA DR. STE. 200 & 210,,VALENCIA,CA,"Operation Hours: MON, WED, THURS, FRI 8:00 a.m. - 5:00 p.m.; TUES 8:00 a.m. - 8:00 p.m.<br>Walk In Hours: MON, WED, THURS, FRI 8:00 a.m. - 5:00 p.m.; TUES 8:00 a.m. - 8:00 p.m.",(661) 288-4800,,,,1000014,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,91355,http://egis3.lacounty.gov/health_lms/?p=1000014,publish,34.42101,-118.54619,2018/06/01 09:43:06+00,,,6396952.77159105,1976041.35987306
-118.437390056392,34.040279966707,71646,LA County Department of Mental Health,190600,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,EDMUND D EDELMAN-OUTPT,11080 WEST OLYMPIC BLVD.,,LOS ANGELES,CA,Operation Hours: MON - FRI 8:00 a.m. - 6:30 p.m.<br>Walk In Hours: MON - FRI 8:00 a.m. -6:30 p.m.,(310) 966-6500,,,,1000015,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90064,http://egis3.lacounty.gov/health_lms/?p=1000015,publish,34.04028,-118.43739,2018/06/21 14:17:55+00,,,6429161.05888039,1837327.35383706
-118.33867005565,34.0062499667893,71647,LA County Department of Mental Health,190800,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,WEST CENTRAL FAMILY MENTAL HEALTH SERVICES,3751 STOCKER ST.,,LOS ANGELES,CA,Operation Hours: MON - FRI 8:00 a.m. - 5:00 p.m.<br>Walk In Hours: MON - FRI: 8:00 a.m. - 9:00 a.m.,"(323) 298-3680
",,,,1000016,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90008,http://egis3.lacounty.gov/health_lms/?p=1000016,publish,34.00625,-118.33867,2018/06/15 16:34:11+00,,,6459026.87283631,1824827.7738494
-118.32646005633,34.0932599663629,71648,LA County Department of Mental Health,190900,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,HOLLYWOOD MENTAL HEALTH CENTER,1224 NORTH VINE ST.,,LOS ANGELES,CA,Operation Hours: MON - FRI 8:00 a.m. - 5:00 p.m.<br>Walk In Hours: MON - FRI 8:00 a.m. - 2:30 p.m.,(323) 769-6100,,,,1000017,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90038,http://egis3.lacounty.gov/health_lms/?p=1000017,publish,34.09326,-118.32646,2018/03/23 13:36:37+00,,,6462830.28189614,1856480.00122723
-118.184270057002,34.1043299667715,71649,LA County Department of Mental Health,191400,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,NORTHEAST MENTAL HEALTH CENTER,5321 VIA MARISOL,,LOS ANGELES,CA,Operation Hours: MON - FRI 8:00 a.m. - 5:00 p.m.<br>Walk In Hours: MON - FRI 8:00 a.m. - 5:00 p.m.,(323) 478-8200,,,,1000018,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90042,http://egis3.lacounty.gov/health_lms/?p=1000018,publish,34.10433,-118.18427,2018/03/23 13:45:01+00,,,6505887.48712014,1860399.20828381
-118.02193005733,34.1079799670961,71650,LA County Department of Mental Health,191700,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,ARCADIA MENTAL HEALTH CENTER,330 E. LIVE OAK AVE.,,ARCADIA,CA,"Operation Hours: MON - FRI 8:00 a.m. - 5:00 p.m.<br>Walk In Hours: MON, FRI 8:00 a.m. - 5:00 p.m.",(626) 821-5858,,,,1000019,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,91006,http://egis3.lacounty.gov/health_lms/?p=1000019,publish,34.10798,-118.02193,2018/06/01 09:57:36+00,,,6555031.8894873,1861677.10697472
-118.150652256063,33.8049720673545,71651,LA County Department of Mental Health,192600,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,LONG BEACH CHILD & ADOLESCENT CLINIC,"2600 REDONDO AVE., 6TH FL",,LONG BEACH,CA,"Operation Hours: MON, TUES, WED, THUR 8:00 a.m. - 6:00 p.m.; FRI 8:00 a.m. 5:00 p.m.<br>Walk In Hours: MON, TUES, WED, THUR 8:00 a.m. - 6:00 p.m.; FRI 8:00 a.m. 5:00 p.m.",(562) 256-2906,,,,1000020,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90806,http://egis3.lacounty.gov/health_lms/?p=1000020,publish,33.8049721,-118.1506522,2018/08/23 12:58:56+00,,,6515901.09832647,1751439.42423531
-118.150652256063,33.8049720673545,71652,LA County Department of Mental Health,192700,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,LONG BEACH MENTAL HEALTH SERVICES (MHS) ADULT CLINIC,"2600 REDONDO AVE., 3RD FL",,LONG BEACH,CA,Operation Hours: MON - FRI 8:00 a.m. - 5:00 p.m.<br>Walk In Hours: MON - THUR 8:00 a.m. - 4:00 p.m.,(562) 256-2900,,,,1000021,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90806,http://egis3.lacounty.gov/health_lms/?p=1000021,publish,33.8049721,-118.1506522,2018/08/23 13:00:16+00,,,6515901.09832647,1751439.42423531
-118.280820055783,33.7379899670845,71653,LA County Department of Mental Health,192800,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,SAN PEDRO MENTAL HEALTH CLINIC (MHC),150 WEST 7TH ST.,,SAN PEDRO,CA,Operation Hours: MON - FRI 8:00 a.m. - 5:30 p.m.<br>Walk In Hours: MON - FRI 8:00 a.m. - 4:30 p.m.,(310) 519-6100,,,,1000022,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90731,http://egis3.lacounty.gov/health_lms/?p=1000022,publish,33.73799,-118.28082,2018/06/20 08:47:57+00,,,6476287.15065163,1727147.68344881
-118.099440056288,33.8700499672245,71654,LA County Department of Mental Health,193000,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,RIO HONDO COMMUNITY MENTAL HEALTH CENTER,17707 SOUTH STUDEBAKER RD.,,CERRITOS,CA,Operation Hours: MON - FRI 8:00 A.M. - 6:00 P.M.<br>Walk In Hours: MON - FRI 8:00 A.M. - 6:00 P.M,(562) 402-0688,,,,1000023,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90703,http://egis3.lacounty.gov/health_lms/?p=1000023,publish,33.87005,-118.09944,2018/05/25 17:08:46+00,,,6531483.15968198,1775103.58228748
-118.3189700559,33.9169199667604,71655,LA County Department of Mental Health,193500,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,SOUTH BAY MENTAL HEALTH SERVICES (MHS),2311 WEST EL SEGUNDO BLVD.,,HAWTHORNE,CA,"Operation Hours:  MON - FRI 8:00 A.M. - 5:00 P.M.<br>Walk In Hours: MON, TUE, THUR, FRI 8:00 A.M. - 11:00 A.M., 1:00 P.M. - 3:00 P.M.; WED 10:00 A.M. - 11:30 A.M., 1:00 P.M - 3:00 P.M.",(323) 241-6730,,,,1000024,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90250,http://egis3.lacounty.gov/health_lms/?p=1000024,publish,33.91692,-118.31897,2018/06/28 15:17:15+00,,,6464894.33124572,1792299.29658364
-118.213190056735,33.8965299674412,71656,LA County Department of Mental Health,193800,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,COMPTON MENTAL HEALTH CENTER,921 EAST COMPTON BLVD.,,COMPTON,CA,Operation Hours: MON - FRI 8:00 a.m. - 5:00 p.m.<br>Walk In Hours: MON - FRI 8:00 a.m. - 5:00 p.m.,(310) 668-6800,,,,1000025,Mental Health Center <br> Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline,90221,http://egis3.lacounty.gov/health_lms/?p=1000025,publish,33.89653,-118.21319,2018/04/27 11:15:30+00,,,6496972.35173522,1784793.96579382
-118.448370056084,34.3243799659507,71657,LA County Department of Mental Health,195301,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,Olive View-UCLA Medical Center,14445 OLIVE VIEW DR.,,SYLMAR,CA,Operation Hours: 24 HOURS<br>Walk In Hours: 24 HOURS,(818) 364-3432,,,,1000026,"Mental Health Center
Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline",91342,http://egis3.lacounty.gov/health_lms/?p=1000026,publish,34.32438,-118.44837,2017/07/06 16:05:38+00,,,6426295.81625131,1940730.22052173
-118.448370056084,34.3243799659507,71658,LA County Department of Mental Health,195302,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,Olive View-UCLA Medical Center-Emergency Room,14445 OLIVE VIEW DR.,,SYLMAR,CA,Operation Hours: 24 HOURS<br>Walk In Hours: 24 HOURS,(747)210-3000 General Contact,,,,1000027,"Mental Health Center
Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline",91342,http://egis3.lacounty.gov/health_lms/?p=1000027,publish,34.32438,-118.44837,2018/05/14 17:14:56+00,,,6426295.81625131,1940730.22052173
-118.206790056817,34.0564199672493,71659,LA County Department of Mental Health,195601,Health and Mental Health,Mental Health Centers,,LA County Department of Mental Health,LAC + USC MEDICAL CENTER - PSYCH OUTPATIENT,2051 MARENGO ST.,,LOS ANGELES,CA,Operation Hours: MON - FRI 8:00 a.m. - 5:00 p.m.<br>Walk In Hours: MON - FRI 8:00 a.m. - 5:00 p.m.,(323) 409-5751,,,,1000028,"Mental Health Center
Do you need help or support? 1-800-854-7771 ACCESS Center 24/7 helpline",90033,http://egis3.lacounty.gov/health_lms/?p=1000028,publish,34.05642,-118.20679,2020/05/26 17:02:46+00,,,6499034.29708639,1842977.14667131
